DATE,CPALTT01USM661S
1982-10-01,44.9885464938972
1982-11-01,44.9426866096017
1982-12-01,44.8051069567151
1983-01-01,44.8968267253062
1983-02-01,44.9426866096017
1983-03-01,44.9885464938972
1983-04-01,45.3095656839658
1983-05-01,45.4930052211478
1983-06-01,45.5847249897388
1983-07-01,45.7681645269209
1983-08-01,45.9057441798074
1983-09-01,46.043323832694
1983-10-01,46.226763369876
1983-11-01,46.3643430227625
1983-12-01,46.5019226756491
1984-01-01,46.8229418657177
1984-02-01,47.0522412871952
1984-03-01,47.1898209400818
1984-04-01,47.3732604772638
1984-05-01,47.4649802458548
1984-06-01,47.5567000144458
1984-07-01,47.7401395516279
1984-08-01,47.8777192045144
1984-09-01,48.015298857401
1984-10-01,48.198738394583
1984-11-01,48.290458163174
1984-12-01,48.3821779317651
1985-01-01,48.4738977003561
1985-02-01,48.7490570061292
1985-03-01,48.9783564276067
1985-04-01,49.0700761961977
1985-05-01,49.1617959647888
1985-06-01,49.2993756176753
1985-07-01,49.3910953862663
1985-08-01,49.4828151548574
1985-09-01,49.5745349234484
1985-10-01,49.7579744606304
1985-11-01,49.987273882108
1985-12-01,50.2165733035855
1986-01-01,50.4000128407676
1986-02-01,50.3082930721766
1986-03-01,50.0331337664035
1986-04-01,49.8496942292214
1986-05-01,49.987273882108
1986-06-01,50.17071341929
1986-07-01,50.2165733035855
1986-08-01,50.2624331878811
1986-09-01,50.4458727250631
1986-10-01,50.5375924936541
1986-11-01,50.6293122622452
1986-12-01,50.8127517994272
1987-01-01,51.0879111052003
1987-02-01,51.2713506423823
1987-03-01,51.4547901795644
1987-04-01,51.6840896010419
1987-05-01,51.8216692539285
1987-06-01,52.050968675406
1987-07-01,52.1885483282926
1987-08-01,52.4178477497701
1987-09-01,52.6012872869522
1987-10-01,52.7388669398387
1987-11-01,52.9223064770207
1987-12-01,53.0140262456118
1988-01-01,53.1974657827938
1988-02-01,53.2891855513848
1988-03-01,53.4267652042714
1988-04-01,53.74778439434
1988-05-01,53.8853640472265
1988-06-01,54.114663468704
1988-07-01,54.3439628901816
1988-08-01,54.5732623116592
1988-09-01,54.8025617331367
1988-10-01,54.9860012703188
1988-11-01,55.1694408075008
1988-12-01,55.3528803446829
1989-01-01,55.5821797661604
1989-02-01,55.7656193033425
1989-03-01,56.0407786091156
1989-04-01,56.4535175677752
1989-05-01,56.7286768735482
1989-06-01,56.9121164107303
1989-07-01,57.0955559479123
1989-08-01,57.0955559479123
1989-09-01,57.2331356007989
1989-10-01,57.5082949065719
1989-11-01,57.7375943280495
1989-12-01,57.9210338652315
1990-01-01,58.4713524767777
1990-02-01,58.7006518982552
1990-03-01,58.9758112040283
1990-04-01,59.1133908569149
1990-05-01,59.2051106255059
1990-06-01,59.57198969987
1990-07-01,59.847149005643
1990-08-01,60.3516077328937
1990-09-01,60.7643466915533
1990-10-01,61.1770856502129
1990-11-01,61.3146653030994
1990-12-01,61.543964724577
1991-01-01,61.7732641460545
1991-02-01,61.8191240303501
1991-03-01,61.8191240303501
1991-04-01,61.9567036832366
1991-05-01,62.1860031047142
1991-06-01,62.3694426418962
1991-07-01,62.4611624104872
1991-08-01,62.6446019476693
1991-09-01,62.8280414848513
1991-10-01,62.9197612534423
1991-11-01,63.1949205592154
1991-12-01,63.3783600963975
1992-01-01,63.424219980693
1992-02-01,63.5617996335795
1992-03-01,63.7910990550571
1992-04-01,63.9286787079436
1992-05-01,64.0662583608301
1992-06-01,64.2496978980122
1992-07-01,64.4331374351942
1992-08-01,64.5707170880808
1992-09-01,64.7082967409673
1992-10-01,64.9834560467404
1992-11-01,65.1668955839224
1992-12-01,65.2586153525134
1993-01-01,65.487914773991
1993-02-01,65.6254944268776
1993-03-01,65.7172141954686
1993-04-01,65.9465136169461
1993-05-01,66.1299531541282
1993-06-01,66.1758130384237
1993-07-01,66.2675328070147
1993-08-01,66.4051124599013
1993-09-01,66.4968322284923
1993-10-01,66.7719915342653
1993-11-01,66.9554310714474
1993-12-01,67.0930107243339
1994-01-01,67.0930107243339
1994-02-01,67.276450261516
1994-03-01,67.459889798698
1994-04-01,67.5057496829935
1994-05-01,67.6433293358801
1994-06-01,67.8267688730621
1994-07-01,68.0560682945397
1994-08-01,68.3312276003127
1994-09-01,68.4688072531993
1994-10-01,68.5146671374948
1994-11-01,68.6981066746768
1994-12-01,68.8356863275634
1995-01-01,69.0191258647454
1995-02-01,69.2025654019275
1995-03-01,69.340145054814
1995-04-01,69.6153043605871
1995-05-01,69.7528840134736
1995-06-01,69.8904636663602
1995-07-01,69.9821834349512
1995-08-01,70.1197630878377
1995-09-01,70.2114828564287
1995-10-01,70.3949223936108
1995-11-01,70.4866421622018
1995-12-01,70.5783619307928
1996-01-01,70.9452410051569
1996-02-01,71.0828206580434
1996-03-01,71.312120079521
1996-04-01,71.5872793852941
1996-05-01,71.7248590381806
1996-06-01,71.8624386910672
1996-07-01,72.0000183439537
1996-08-01,72.0917381125447
1996-09-01,72.3210375340223
1996-10-01,72.5503369554998
1996-11-01,72.7796363769774
1996-12-01,72.9630759141594
1997-01-01,73.100655567046
1997-02-01,73.2382352199325
1997-03-01,73.284095104228
1997-04-01,73.3299549885236
1997-05-01,73.3299549885236
1997-06-01,73.4675346414101
1997-07-01,73.5592544100011
1997-08-01,73.7426939471832
1997-09-01,73.9261334843652
1997-10-01,74.0637131372517
1997-11-01,74.1554329058428
1997-12-01,74.2012927901383
1998-01-01,74.2930125587293
1998-02-01,74.2930125587293
1998-03-01,74.2930125587293
1998-04-01,74.3847323273203
1998-05-01,74.5681718645024
1998-06-01,74.6598916330934
1998-07-01,74.8433311702754
1998-08-01,74.9350509388665
1998-09-01,74.980910823162
1998-10-01,75.164350360344
1998-11-01,75.256070128935
1998-12-01,75.3936497818216
1999-01-01,75.5312294347081
1999-02-01,75.5312294347081
1999-03-01,75.5770893190036
1999-04-01,76.0815480462543
1999-05-01,76.1274079305498
1999-06-01,76.1274079305498
1999-07-01,76.4484271206184
1999-08-01,76.6318666578004
1999-09-01,76.952885847869
1999-10-01,77.0904655007555
1999-11-01,77.2280451536421
1999-12-01,77.4114846908241
2000-01-01,77.6407841123017
2000-02-01,77.9618033023702
2000-03-01,78.4204021453254
2000-04-01,78.3745422610299
2000-05-01,78.5121219139164
2000-06-01,78.9707207568715
2000-07-01,79.2000201783491
2000-08-01,79.2000201783491
2000-09-01,79.6127591370087
2000-10-01,79.7503387898952
2000-11-01,79.8879184427817
2000-12-01,80.0713579799638
2001-01-01,80.5299568229189
2001-02-01,80.713396360101
2001-03-01,80.7592562443965
2001-04-01,80.896835897283
2001-05-01,81.3095748559426
2001-06-01,81.4930143931247
2001-07-01,81.3554347402381
2001-08-01,81.3554347402381
2001-09-01,81.6764539303067
2001-10-01,81.4471545088292
2001-11-01,81.4012946245336
2001-12-01,81.3554347402381
2002-01-01,81.4930143931247
2002-02-01,81.6305940460112
2002-03-01,81.8598934674888
2002-04-01,82.2267725418529
2002-05-01,82.3184923104439
2002-06-01,82.3643521947394
2002-07-01,82.5477917319214
2002-08-01,82.777091153399
2002-09-01,82.9146708062856
2002-10-01,83.0981103434676
2002-11-01,83.2356899963541
2002-12-01,83.3732696492406
2003-01-01,83.7401487236048
2003-02-01,84.1987475665599
2003-03-01,84.3363272194464
2003-04-01,84.0153080293778
2003-05-01,83.8777283764913
2003-06-01,83.9694481450823
2003-07-01,84.2446074508554
2003-08-01,84.6114865252195
2003-09-01,84.8866458309926
2003-10-01,84.7949260624015
2003-11-01,84.840785946697
2003-12-01,85.0700853681746
2004-01-01,85.4369644425387
2004-02-01,85.6204039797207
2004-03-01,85.8038435169028
2004-04-01,85.9414231697893
2004-05-01,86.3083022441534
2004-06-01,86.629321434222
2004-07-01,86.721041202813
2004-08-01,86.7669010871085
2004-09-01,87.0420603928816
2004-10-01,87.5006592358367
2004-11-01,87.9133981944963
2004-12-01,87.9133981944963
2005-01-01,87.8675383102008
2005-02-01,88.2344173845649
2005-03-01,88.5554365746335
2005-04-01,88.8305958804066
2005-05-01,88.7847359961111
2005-06-01,88.8305958804066
2005-07-01,89.3809144919527
2005-08-01,89.9312331034989
2005-09-01,91.1694499794777
2005-10-01,91.3070296323642
2005-11-01,90.8484307894091
2005-12-01,90.8484307894091
2006-01-01,91.3987494009552
2006-02-01,91.4446092852508
2006-03-01,91.5821889381373
2006-04-01,92.0407877810924
2006-05-01,92.3159470868655
2006-06-01,92.545246508343
2006-07-01,93.0497052355936
2006-08-01,93.4624441942533
2006-09-01,93.0038453512982
2006-10-01,92.5911063926386
2006-11-01,92.6369662769341
2006-12-01,93.1414250041847
2007-01-01,93.2959728142606
2007-02-01,93.6578073013522
2007-03-01,94.1448392725705
2007-04-01,94.4273361598308
2007-05-01,94.8176037751856
2007-06-01,95.0372726209611
2007-07-01,95.2064955940116
2007-08-01,95.2358459199607
2007-09-01,95.6394129017612
2007-10-01,95.9342919577814
2007-11-01,96.6882284555996
2007-12-01,96.9684323486452
2008-01-01,97.3027509051594
2008-02-01,97.5380121115954
2008-03-01,97.8870058310843
2008-04-01,98.1135536595041
2008-05-01,98.6941397946853
2008-06-01,99.7282801855491
2008-07-01,100.440484188658
2008-08-01,100.290980965855
2008-09-01,100.376738949488
2008-10-01,99.5136559270461
2008-11-01,97.7517191724125
2008-12-01,96.9468782030263
2009-01-01,97.1922285840073
2009-02-01,97.5462668907686
2009-03-01,97.449961133748
2009-04-01,97.5481012861404
2009-05-01,97.6916427239854
2009-06-01,98.50244547833
2009-07-01,98.4730951523809
2009-08-01,98.8028277204656
2009-09-01,98.993604839135
2009-10-01,99.2907768893699
2009-11-01,99.6232610505124
2009-12-01,99.6750827197663
2010-01-01,99.7397451566229
2010-02-01,99.6448151961312
2010-03-01,99.677834312824
2010-04-01,99.7007642549718
2010-05-01,99.6489425857178
2010-06-01,99.6072100910089
2010-07-01,99.7934012212487
2010-08-01,99.9392356533084
2010-09-01,100.100662446029
2010-10-01,100.449197566675
2010-11-01,100.703719924515
2010-12-01,101.108204104001
2011-01-01,101.436102276714
2011-02-01,101.762166054055
2011-03-01,102.288637525767
2011-04-01,102.768790514342
2011-05-01,103.095771489369
2011-06-01,103.095771489369
2011-07-01,103.365886207869
2011-08-01,103.69194998521
2011-09-01,103.917122017101
2011-10-01,103.987287640073
2011-11-01,104.179440555271
2011-12-01,104.204204892791
2012-01-01,104.48807757658
2012-02-01,104.711415213099
2012-03-01,104.930625460032
2012-04-01,105.104893020355
2012-05-01,104.887517168794
2012-06-01,104.800841987476
2012-07-01,104.831109511111
2012-08-01,105.440128774555
2012-09-01,105.943211705277
2012-10-01,106.228918784438
2012-11-01,106.050523834528
2012-12-01,106.037683066926
2013-01-01,106.247721336999
2013-02-01,106.824638681437
2013-03-01,106.524256439301
2013-04-01,106.301836000468
2013-05-01,106.345861489391
2013-06-01,106.599008050703
2013-07-01,106.807670524247
2013-08-01,107.06265148093
2013-09-01,107.10300817911
2013-10-01,107.16033303448
2013-11-01,107.357989135793
2013-12-01,107.641861819583
2014-01-01,107.929861892958
2014-02-01,108.010116690476
2014-03-01,108.209148588318
2014-04-01,108.441658201696
2014-05-01,108.62693213425
2014-06-01,108.774142362839
2014-07-01,108.910346219196
2014-08-01,108.889250672421
2014-09-01,108.895212457379
2014-10-01,108.892919463164
2014-11-01,108.707186931767
2014-12-01,108.353148625006
2015-01-01,107.695517884208
2015-02-01,107.896384177423
2015-03-01,108.209148588318
2015-04-01,108.304995746496
2015-05-01,108.665913035901
2015-06-01,108.97133986531
2015-07-01,109.143314431418
2015-08-01,109.141480036046
2015-09-01,108.902091440023
2015-10-01,109.038295296381
2015-11-01,109.179543740011
2015-12-01,109.067187023487
2016-01-01,109.141938634889
2016-02-01,108.931900364815
2016-03-01,109.156613797863
2016-04-01,109.53312344793
2016-05-01,109.806448358331
2016-06-01,110.097658623607
2016-07-01,110.09032104212
2016-08-01,110.32466505087
2016-09-01,110.530117332514
2016-10-01,110.828206580435
2016-11-01,111.018066501418
2016-12-01,111.340461488016
2017-01-01,111.910958448652
2017-02-01,111.94489476303
2017-03-01,111.768334208493
2017-04-01,111.938015780386
2017-05-01,111.857302384026
2017-06-01,111.912792844024
2017-07-01,112.006347007986
2017-08-01,112.476869420858
2017-09-01,112.995086113398
2017-10-01,113.082678492402
2017-11-01,113.462398334369
2017-12-01,113.691239157004
2018-01-01,114.303468612349
2018-02-01,114.474984579614
2018-03-01,114.40298456127
2018-04-01,114.655672523738
2018-05-01,114.895061119761
